,location,size,total_sqft,bath,price
8059,Whitefield,3,1704.0,3.0,120.0
8060,Whitefield,3,1495.0,2.0,60.55
8061,Whitefield,2,1256.0,2.0,73.0
8062,Whitefield,2,1195.0,2.0,62.38
8063,Whitefield,3,1770.0,4.0,68.0
8064,Whitefield,2,1300.0,2.0,78.0
8065,Whitefield,3,1570.0,3.0,88.0
8066,Whitefield,2,1216.0,2.0,84.03
8067,Whitefield,2,1240.0,2.0,70.0
8068,Whitefield,2,1216.0,2.0,72.5
8069,Whitefield,2,1215.0,2.0,40.0
8070,Whitefield,3,2025.0,4.0,115.0
8071,Whitefield,3,1346.0,2.0,100.0
8072,Whitefield,2,1020.0,2.0,45.0
8073,Whitefield,2,935.0,2.0,32.72
8074,Whitefield,2,1024.0,2.0,32.0
8075,Whitefield,4,2990.0,3.0,198.0
8076,Whitefield,3,1600.0,3.0,69.1
8077,Whitefield,2,1205.0,2.0,58.0
8078,Whitefield,3,1720.0,3.0,98.97
8079,Whitefield,3,1600.0,3.0,95.0
8080,Whitefield,3,1655.0,3.0,108.0
8081,Whitefield,3,1740.0,3.0,95.0
8082,Whitefield,3,1200.0,3.0,56.72
8083,Whitefield,2,1350.0,2.0,88.0
8084,Whitefield,2,1030.0,2.0,44.0
8085,Whitefield,2,1216.0,2.0,80.0
8086,Whitefield,4,2900.0,4.0,225.0
8087,Whitefield,2,1340.0,2.0,101.0
8088,Whitefield,2,1190.0,2.0,64.0
8089,Whitefield,3,1500.0,3.0,78.57
8090,Whitefield,3,1626.0,3.0,85.0
8091,Whitefield,2,1195.0,2.0,61.36
8092,Whitefield,2,1100.0,2.0,65.0
8093,Whitefield,2,1100.0,2.0,46.5
8094,Whitefield,3,1270.0,2.0,65.0
8095,Whitefield,3,3117.0,3.0,261.0
8096,Whitefield,2,1216.0,2.0,73.0
8097,Whitefield,2,1135.0,2.0,58.0
8098,Whitefield,3,3150.0,3.0,290.0
8099,Whitefield,2,1185.0,2.0,56.0
8100,Whitefield,4,2956.0,5.0,234.0
8101,Whitefield,3,1530.0,3.0,75.0
8102,Whitefield,2,1015.0,2.0,45.0
8103,Whitefield,2,1187.0,2.0,38.0
8104,Whitefield,3,2247.0,3.0,145.0
8105,Whitefield,4,3940.0,5.0,265.0
8106,Whitefield,2,1190.0,2.0,59.0
8107,Whitefield,2,1160.0,2.0,67.0
8108,Whitefield,2,1216.0,2.0,66.88
8109,Whitefield,2,1180.0,2.0,77.0
8110,Whitefield,3,2140.0,3.0,139.0
8111,Whitefield,2,1314.0,2.0,84.0
8112,Whitefield,3,1530.0,3.0,73.0
8113,Whitefield,2,1160.0,2.0,39.0
8114,Whitefield,2,1012.0,2.0,58.0
8115,Whitefield,2,1150.0,2.0,40.21
8116,Whitefield,3,1495.0,2.0,70.0
8117,Whitefield,2,1340.0,2.0,41.0
8118,Whitefield,3,1431.0,3.0,85.0
8119,Whitefield,1,524.0,1.0,29.0
8120,Whitefield,4,2830.0,4.0,161.0
8121,Whitefield,4,2135.0,3.0,149.0
8122,Whitefield,4,2500.0,4.0,100.0
8123,Whitefield,4,3075.0,2.0,188.0
8124,Whitefield,3,1760.0,3.0,160.0
8125,Whitefield,3,1655.0,3.0,110.0
8126,Whitefield,1,840.0,1.0,57.0
8127,Whitefield,3,1725.0,3.0,106.0
8128,Whitefield,2,1130.0,2.0,36.0
8129,Whitefield,2,1059.0,2.0,57.0
8130,Whitefield,1,516.0,1.0,39.0
8131,Whitefield,2,1116.0,2.0,51.91
8132,Whitefield,4,6000.0,4.0,410.0
8133,Whitefield,3,1639.0,3.0,107.0
8134,Whitefield,3,1820.0,3.0,113.0
8135,Whitefield,3,1990.0,3.0,98.0
8136,Whitefield,4,3565.0,4.0,218.0
8137,Whitefield,4,3410.0,5.0,253.0
8138,Whitefield,3,1345.0,3.0,58.0
8139,Whitefield,2,1205.0,2.0,41.0
8140,Whitefield,4,4500.0,4.0,330.0
8141,Whitefield,2,1250.0,2.0,85.0
8142,Whitefield,2,1115.0,2.0,51.91
8143,Whitefield,2,1277.0,2.0,77.0
8144,Whitefield,3,1820.0,3.0,140.0
8145,Whitefield,4,3453.0,4.0,247.0
8146,Whitefield,2,1245.0,2.0,59.76
8147,Whitefield,3,1322.5,3.0,40.985
8148,Whitefield,2,1074.0,2.0,42.8
8149,Whitefield,2,1200.0,2.0,46.13
8150,Whitefield,2,1200.0,2.0,45.84
8151,Whitefield,3,2280.0,4.0,125.0
8152,Whitefield,2,1225.0,2.0,71.05
8153,Whitefield,4,2882.0,5.0,200.0
8154,Whitefield,2,1170.0,2.0,56.0
8155,Whitefield,3,1639.5,3.0,92.63
8156,Whitefield,2,1390.0,2.0,72.0
8157,Whitefield,3,1634.0,3.0,68.0
8158,Whitefield,2,1190.0,2.0,70.0
8159,Whitefield,2,1105.0,2.0,35.4
8160,Whitefield,2,1270.0,2.0,94.0
8161,Whitefield,2,1220.0,2.0,89.0
8162,Whitefield,2,1116.0,2.0,51.91
8163,Whitefield,3,1436.0,2.0,62.15
8164,Whitefield,3,3758.0,3.0,300.0
8165,Whitefield,3,1452.0,2.0,46.29
8166,Whitefield,2,1370.0,2.0,56.0
8167,Whitefield,2,1050.0,2.0,43.0
8168,Whitefield,3,1496.0,2.0,71.81
8169,Whitefield,2,1216.0,2.0,72.0
8170,Whitefield,2,1158.0,2.0,55.0
8171,Whitefield,4,5400.0,5.0,475.0
8172,Whitefield,3,1396.0,3.0,74.0
8173,Whitefield,2,1175.0,2.0,41.0
8174,Whitefield,2,1315.0,2.0,55.0
8175,Whitefield,3,1451.0,2.0,46.4
8176,Whitefield,2,1063.0,2.0,42.52
8177,Whitefield,2,1346.0,2.0,76.01
8178,Whitefield,2,1276.0,2.0,69.5
8179,Whitefield,2,1317.0,2.0,52.0
8180,Whitefield,4,2858.0,4.0,137.0
8181,Whitefield,3,1615.0,3.0,96.9
8182,Whitefield,2,1220.0,2.0,55.0
8183,Whitefield,2,1116.0,2.0,48.76
8184,Whitefield,3,1400.0,2.0,56.0
8185,Whitefield,2,1140.0,2.0,55.0
8186,Whitefield,2,1295.0,2.0,64.5
8187,Whitefield,2,1200.0,2.0,70.0
8188,Whitefield,2,1015.0,2.0,56.0
8189,Whitefield,3,1430.0,3.0,52.0
8190,Whitefield,2,1216.0,2.0,75.0
8191,Whitefield,3,1010.0,2.0,45.0
8192,Whitefield,3,2321.0,4.0,157.0
8193,Whitefield,2,1224.0,2.0,75.0
8194,Whitefield,3,1655.0,3.0,113.0
8195,Whitefield,3,1740.0,3.0,85.0
8196,Whitefield,5,4144.0,5.0,331.0
8197,Whitefield,2,925.0,2.0,35.0
8198,Whitefield,2,1175.0,2.0,50.0
8199,Whitefield,3,1200.0,3.0,67.75
8200,Whitefield,4,2444.0,4.0,145.0
8201,Whitefield,2,1270.0,2.0,110.0
8202,Whitefield,3,1660.0,3.0,110.0
8203,Whitefield,2,1270.0,2.0,105.0
8204,Whitefield,2,1315.0,2.0,69.5
8205,Whitefield,2,1173.0,2.0,78.2
8206,Whitefield,2,1362.0,2.0,85.0
8207,Whitefield,2,955.0,2.0,38.19
8208,Whitefield,3,1457.0,2.0,105.0
8209,Whitefield,3,1720.0,3.0,128.0
8210,Whitefield,3,1500.0,3.0,61.9
8211,Whitefield,2,1495.0,2.0,78.0
8212,Whitefield,2,1270.0,2.0,52.0
8213,Whitefield,3,1564.0,3.0,103.0
8214,Whitefield,2,1240.0,2.0,41.0
8215,Whitefield,3,1500.0,3.0,71.0
8216,Whitefield,3,1404.0,2.0,59.0
8217,Whitefield,3,1639.0,3.0,107.0
8218,Whitefield,3,1760.0,3.0,139.0
8219,Whitefield,1,613.0,1.0,48.0
8220,Whitefield,3,1730.0,3.0,125.0
8221,Whitefield,3,1453.0,2.0,58.0
8222,Whitefield,1,877.0,1.0,59.0
8223,Whitefield,4,2856.0,5.0,154.5
8224,Whitefield,5,3453.0,4.0,231.0
8225,Yelachenahalli,3,1400.0,2.0,55.0
8226,Yelachenahalli,3,1464.0,2.0,105.0
8227,Yelachenahalli,2,2400.0,1.0,150.0
8228,Yelachenahalli,3,1700.0,3.0,130.0
8229,Yelachenahalli,2,1080.0,2.0,55.0
8230,Yelachenahalli,2,1400.0,2.0,78.0
8231,Yelachenahalli,3,1330.0,3.0,73.5
8232,Yelachenahalli,2,800.0,1.0,30.0
8233,Yelachenahalli,2,1100.0,2.0,60.0
8234,Yelachenahalli,3,1365.0,2.0,72.0
8235,Yelachenahalli,2,1103.0,2.0,55.0
8236,Yelachenahalli,2,1000.0,2.0,50.0
8237,Yelahanka,1,660.0,1.0,48.0
8238,Yelahanka,3,1600.0,2.0,75.0
8239,Yelahanka,2,1326.0,2.0,78.0
8240,Yelahanka,5,3050.0,5.0,213.0
8241,Yelahanka,2,1327.0,2.0,98.0
8242,Yelahanka,3,1282.0,2.0,48.7
8243,Yelahanka,2,1350.0,2.0,55.55
8244,Yelahanka,2,1035.0,2.0,45.0
8245,Yelahanka,2,1350.0,2.0,54.0
8246,Yelahanka,2,1132.5,2.0,48.13
8247,Yelahanka,2,1210.0,2.0,45.98
8248,Yelahanka,1,650.0,1.0,33.0
8249,Yelahanka,3,1705.0,3.0,95.0
8250,Yelahanka,3,1590.0,2.0,54.0
8251,Yelahanka,2,1234.0,2.0,80.0
8252,Yelahanka,2,1315.0,2.0,85.0
8253,Yelahanka,2,1170.0,2.0,62.5
8254,Yelahanka,3,1450.0,3.0,65.255
8255,Yelahanka,1,697.0,1.0,45.0
8256,Yelahanka,1,500.0,1.0,20.0
8257,Yelahanka,2,1120.0,2.0,55.0
8258,Yelahanka,3,1662.0,2.0,67.98
8259,Yelahanka,3,2195.0,4.0,127.0
8260,Yelahanka,2,1075.0,2.0,51.5
8261,Yelahanka,1,440.0,1.0,16.5
8262,Yelahanka,3,1614.0,3.0,95.0
8263,Yelahanka,3,1381.0,2.0,52.48
8264,Yelahanka,1,628.0,1.0,24.0
8265,Yelahanka,2,890.0,2.0,40.0
8266,Yelahanka,3,1815.0,3.0,82.0
8267,Yelahanka,1,654.0,1.0,38.4
8268,Yelahanka,2,1150.0,2.0,46.0
8269,Yelahanka,3,1705.0,3.0,74.16
8270,Yelahanka,4,3461.0,2.0,173.0
8271,Yelahanka,4,3042.0,4.0,131.0
8272,Yelahanka,2,1065.0,2.0,40.84
8273,Yelahanka,2,1036.0,2.0,39.35
8274,Yelahanka,2,1300.0,2.0,65.0
8275,Yelahanka,3,1825.0,3.0,105.0
8276,Yelahanka,3,1603.0,3.0,96.0
8277,Yelahanka,2,1304.0,2.0,79.0
8278,Yelahanka,3,1610.0,3.0,115.0
8279,Yelahanka,3,1610.0,3.0,92.0
8280,Yelahanka,3,1455.0,3.0,61.5
8281,Yelahanka,2,1180.0,2.0,42.0
8282,Yelahanka,3,1616.0,3.0,65.0
8283,Yelahanka,2,915.0,2.0,48.0
8284,Yelahanka,2,1026.0,2.0,41.0
8285,Yelahanka,3,1700.0,3.0,90.0
8286,Yelahanka,3,1517.0,3.0,76.3
8287,Yelahanka,4,2912.5,6.0,125.5
8288,Yelahanka,2,600.0,2.0,27.0
8289,Yelahanka,1,650.0,1.0,20.0
8290,Yelahanka,2,1274.0,2.0,48.42
8291,Yelahanka,2,1327.0,2.0,85.0
8292,Yelahanka,3,1371.0,2.0,65.0
8293,Yelahanka,1,350.0,1.0,13.5
8294,Yelahanka,3,1712.0,3.0,82.0
8295,Yelahanka,3,1566.0,3.0,97.0
8296,Yelahanka,3,1180.0,3.0,55.0
8297,Yelahanka,3,1653.0,3.0,120.0
8298,Yelahanka,3,1275.0,2.0,95.0
8299,Yelahanka,2,1270.0,2.0,78.0
8300,Yelahanka,3,1400.0,2.0,80.54
8301,Yelahanka,3,1391.0,2.0,64.5
8302,Yelahanka,2,1322.0,2.0,86.0
8303,Yelahanka,2,1100.0,2.0,70.0
8304,Yelahanka,2,1200.0,2.0,70.0
8305,Yelahanka,3,1541.0,3.0,80.0
8306,Yelahanka,2,1326.0,2.0,57.0
8307,Yelahanka,5,4000.0,5.0,220.0
8308,Yelahanka,4,2675.0,4.0,140.0
8309,Yelahanka,3,1500.0,2.0,63.0
8310,Yelahanka,1,654.0,1.0,37.0
8311,Yelahanka,2,1250.0,2.0,40.0
8312,Yelahanka,3,1465.0,3.0,80.01
8313,Yelahanka,3,1721.0,3.0,80.86
8314,Yelahanka,2,1060.0,2.0,40.0
8315,Yelahanka,2,1226.0,2.0,52.71
8316,Yelahanka,3,1692.0,3.0,83.0
8317,Yelahanka,2,1033.0,2.0,52.58
8318,Yelahanka,2,1390.0,2.0,65.31
8319,Yelahanka,2,1040.0,2.0,48.86
8320,Yelahanka,2,1385.0,2.0,65.0
8321,Yelahanka,3,1345.0,2.0,57.0
8322,Yelahanka,3,2145.0,3.0,125.0
8323,Yelahanka,2,1200.0,2.0,54.0
8324,Yelahanka,2,1322.0,2.0,75.0
8325,Yelahanka,2,1036.0,2.0,39.37
8326,Yelahanka,2,1405.0,2.0,50.58
8327,Yelahanka,1,602.0,1.0,26.0
8328,Yelahanka,2,1100.0,2.0,60.0
8329,Yelahanka,3,1614.0,2.0,100.0
8330,Yelahanka,3,1890.0,3.0,108.0
8331,Yelahanka,3,1556.0,3.0,86.0
8332,Yelahanka,3,1610.0,4.0,85.0
8333,Yelahanka,3,1075.0,2.0,42.0
8334,Yelahanka,1,500.0,2.0,24.0
8335,Yelahanka,3,1484.0,2.0,56.4
8336,Yelahanka,2,1260.0,2.0,59.2
8337,Yelahanka,2,1102.0,2.0,52.0
8338,Yelahanka,2,1519.0,2.0,65.0
8339,Yelahanka,3,1859.0,3.0,108.0
8340,Yelahanka,2,1050.0,2.0,45.0
8341,Yelahanka,2,1322.0,2.0,80.0
8342,Yelahanka,3,1075.0,2.0,36.0
8343,Yelahanka,2,1285.0,2.0,56.0
8344,Yelahanka,2,845.0,2.0,43.0
8345,Yelahanka,4,2600.0,4.0,175.0
8346,Yelahanka,2,1305.0,2.0,78.0
8347,Yelahanka,2,1180.0,2.0,56.0
8348,Yelahanka,3,1711.0,3.0,85.61
8349,Yelahanka,2,1315.0,2.0,75.0
8350,Yelahanka,6,3600.0,6.0,200.0
8351,Yelahanka,1,450.0,1.0,16.0
8352,Yelahanka,3,1590.0,3.0,54.0
8353,Yelahanka,2,1390.0,2.0,70.21
8354,Yelahanka,3,1614.0,3.0,95.0
8355,Yelahanka,3,1599.0,3.0,80.0
8356,Yelahanka,2,960.0,2.0,50.0
8357,Yelahanka,3,1650.0,3.0,105.0
8358,Yelahanka,2,1200.0,2.0,55.0
8359,Yelahanka,2,990.0,2.0,37.62
8360,Yelahanka,2,935.0,2.0,35.53
8361,Yelahanka,4,2095.0,3.0,109.0
8362,Yelahanka,3,1282.0,2.0,48.72
8363,Yelahanka,4,3990.0,4.0,260.0
8364,Yelahanka,3,1620.0,3.0,90.0
8365,Yelahanka,1,654.0,1.0,36.25
8366,Yelahanka,3,1614.0,3.0,93.0
8367,Yelahanka,1,694.0,1.0,30.84
8368,Yelahanka,2,1115.0,2.0,60.0
8369,Yelahanka,3,2317.0,4.0,140.0
8370,Yelahanka,3,1653.0,3.0,93.0
8371,Yelahanka,3,1209.0,2.0,65.0
8372,Yelahanka,1,654.0,1.0,38.0
8373,Yelahanka,3,1400.0,2.0,80.0
8374,Yelahanka,2,1633.0,2.0,72.0
8375,Yelahanka,1,450.0,1.0,15.0
8376,Yelahanka,2,1445.0,2.0,82.0
8377,Yelahanka,2,1225.0,2.0,62.0
8378,Yelahanka,1,500.0,1.0,18.0
8379,Yelahanka,1,602.0,1.0,38.0
8380,Yelahanka,1,697.0,1.0,35.0
8381,Yelahanka,2,1065.0,2.0,41.38
8382,Yelahanka,1,682.0,1.0,36.23
8383,Yelahanka,2,1023.0,2.0,52.59
8384,Yelahanka,3,1560.0,2.0,98.0
8385,Yelahanka,3,1780.0,3.0,107.0
8386,Yelahanka,3,1420.0,2.0,75.0
8387,Yelahanka,2,1076.0,2.0,78.0
8388,Yelahanka,3,1342.0,2.0,75.0
8389,Yelahanka,3,1823.0,3.0,103.0
8390,Yelahanka,3,1792.0,3.0,104.0
8391,Yelahanka,2,1304.0,2.0,69.97
8392,Yelahanka,2,1250.0,2.0,54.0
8393,Yelahanka,2,1270.0,2.0,57.0
8394,Yelahanka,2,1300.0,2.0,69.23
8395,Yelahanka,3,2437.0,3.0,125.0
8396,Yelahanka,3,1705.0,3.0,91.0
8397,Yelahanka,2,870.0,2.0,27.0
8398,Yelahanka,3,1890.0,4.0,85.0
8399,Yelahanka,3,1835.0,3.0,108.0
8400,Yelahanka,3,1847.0,3.0,92.0
8401,Yelahanka,5,2500.0,3.0,120.0
8402,Yelahanka,3,1890.0,3.0,109.0
8403,Yelahanka,1,700.0,1.0,38.0
8404,Yelahanka,1,488.0,1.0,20.0
8405,Yelahanka,2,1100.0,2.0,58.0
8406,Yelahanka,3,1491.0,3.0,85.0
8407,Yelahanka,4,2088.0,5.0,110.0
8408,Yelahanka,2,1330.0,2.0,93.65
8409,Yelahanka,2,1185.0,2.0,45.0
8410,Yelahanka,3,1517.0,3.0,71.28
8411,Yelahanka,4,3019.0,6.0,190.0
8412,Yelahanka,2,860.0,1.0,31.0
8413,Yelahanka,3,1756.0,3.0,66.73
8414,Yelahanka,2,1050.0,2.0,33.1
8415,Yelahanka,3,1600.0,3.0,100.0
8416,Yelahanka,3,1664.0,3.0,73.95
8417,Yelahanka,2,1140.0,2.0,50.66
8418,Yelahanka,2,1200.0,2.0,60.0
8419,Yelahanka,3,1705.0,3.0,85.0
8420,Yelahanka,3,1350.0,2.0,85.0
8421,Yelahanka,3,1590.0,2.0,54.0
8422,Yelahanka,3,1633.0,3.0,110.0
8423,Yelahanka,1,827.5,1.0,42.535
8424,Yelahanka,2,1000.0,2.0,44.0
8425,Yelahanka,2,1195.0,2.0,53.105
8426,Yelahanka,3,1426.0,2.0,61.5
8427,Yelahanka,3,1355.0,2.0,75.0
8428,Yelahanka,4,3175.0,4.0,156.0
8429,Yelahanka,3,1756.0,3.0,125.0
8430,Yelahanka,2,1408.0,2.0,58.0
8431,Yelahanka,2,1101.0,2.0,37.0
8432,Yelahanka,2,1104.0,2.0,58.0
8433,Yelahanka,3,1325.0,2.0,58.0
8434,Yelahanka,2,1175.0,2.0,67.77
8435,Yelahanka,2,1322.0,2.0,77.9
8436,Yelahanka,1,602.0,1.0,33.0
8437,Yelahanka,2,1315.0,2.0,77.0
8438,Yelahanka,3,1075.0,2.0,33.53
8439,Yelahanka,3,1430.0,3.0,61.0
8440,Yelahanka,3,1355.0,2.0,51.5
8441,Yelahanka,1,567.0,1.0,25.0
8442,Yelahanka,2,1045.0,2.0,45.0
8443,Yelahanka,1,602.0,2.0,30.0
8444,Yelahanka,2,1362.0,2.0,66.0
8445,Yelahanka,2,1234.0,2.0,80.0
8446,Yelahanka,3,1282.0,2.0,48.72
8447,Yelahanka,2,1180.0,2.0,55.0
8448,Yelahanka,2,1267.0,3.0,78.0
8449,Yelahanka,2,1360.0,2.0,78.19
8450,Yelahanka,2,1025.0,2.0,44.0
8451,Yelahanka,2,1290.0,2.0,70.0
8452,Yelahanka,3,1000.0,2.0,48.0
8453,Yelenahalli,2,1240.0,2.0,47.12
8454,Yelenahalli,2,1200.0,2.0,46.17
8455,Yelenahalli,3,1600.0,3.0,61.37
8456,Yelenahalli,2,1260.0,2.0,47.88
8457,Yelenahalli,3,1500.0,2.0,57.0
8458,Yelenahalli,2,1175.0,2.0,50.0
8459,Yelenahalli,3,1650.0,3.0,68.0
8460,Yelenahalli,2,1200.0,2.0,45.6
8461,Yelenahalli,2,1200.0,2.0,46.17
8462,Yelenahalli,2,1160.0,2.0,44.08
8463,Yeshwanthpur,3,2502.0,3.0,138.0
8464,Yeshwanthpur,3,1693.0,3.0,108.0
8465,Yeshwanthpur,1,667.0,1.0,36.85
8466,Yeshwanthpur,4,1950.0,4.0,130.0
8467,Yeshwanthpur,2,1170.0,2.0,57.0
8468,Yeshwanthpur,1,665.0,1.0,36.85
8469,Yeshwanthpur,2,1161.0,2.0,64.08
8470,Yeshwanthpur,3,2557.0,3.0,141.0
8471,Yeshwanthpur,3,1850.0,3.0,100.0
8472,Yeshwanthpur,1,671.0,1.0,36.85
8473,Yeshwanthpur,3,1852.0,3.0,160.0
8474,Yeshwanthpur,2,1277.5,2.0,95.815
8475,Yeshwanthpur,1,668.0,1.0,36.85
8476,Yeshwanthpur,2,1185.0,2.0,75.84
8477,Yeshwanthpur,2,1195.0,2.0,100.0
8478,Yeshwanthpur,3,1313.0,3.0,96.0
8479,Yeshwanthpur,2,1400.0,2.0,100.0
8480,Yeshwanthpur,3,2559.0,3.0,141.0
8481,Yeshwanthpur,3,1430.0,3.0,72.0
8482,Yeshwanthpur,1,673.0,1.0,36.85
8483,Yeshwanthpur,2,717.0,2.0,49.475
8484,Yeshwanthpur,4,3600.0,5.0,220.0
8485,Yeshwanthpur,2,1168.0,2.0,64.08
8486,Yeshwanthpur,1,605.0,1.0,41.745
8487,Yeshwanthpur,3,1382.0,2.0,76.18
8488,Yeshwanthpur,1,669.0,1.0,36.85
8489,Yeshwanthpur,3,1385.0,2.0,76.18
8490,Yeshwanthpur,3,3027.0,4.0,260.0
8491,Yeshwanthpur,2,1200.0,2.0,63.0
8492,Yeshwanthpur,3,1679.0,3.0,92.13
8493,Yeshwanthpur,1,670.0,1.0,36.85
8494,Yeshwanthpur,3,1381.0,2.0,76.18
8495,Yeshwanthpur,3,1678.0,3.0,92.13
8496,Yeshwanthpur,2,1240.0,2.0,80.0
8497,Yeshwanthpur,3,1713.0,3.0,110.0
8498,Yeshwanthpur,2,1144.0,2.0,67.0
8499,Yeshwanthpur,2,1541.0,2.0,130.0
8500,Yeshwanthpur,3,2501.0,3.0,138.0
8501,Yeshwanthpur,2,1362.0,2.0,100.0
8502,Yeshwanthpur,1,666.0,1.0,36.8
8503,Yeshwanthpur,3,1855.0,3.0,140.0
8504,Yeshwanthpur,3,2504.0,3.0,138.0
8505,Yeshwanthpur,2,1165.0,2.0,85.0
8506,Yeshwanthpur,2,1163.0,2.0,64.08
8507,Yeshwanthpur,2,1165.0,2.0,64.08
8508,Yeshwanthpur,3,1825.0,3.0,145.0
8509,Yeshwanthpur,3,1384.0,2.0,76.18
8510,Yeshwanthpur,1,994.0,2.0,54.67
8511,Yeshwanthpur,1,650.0,1.0,40.0
8512,Yeshwanthpur,3,1855.0,3.0,140.0
8513,Yeshwanthpur,3,1500.0,3.0,100.0
8514,Yeshwanthpur,2,1167.0,2.0,64.08
8515,Yeshwanthpur,2,1415.0,2.0,120.0
8516,Yeshwanthpur,2,1164.0,2.0,64.08
8517,Yeshwanthpur,3,1520.0,3.0,85.0
8518,Yeshwanthpur,3,1677.0,3.0,92.13
8519,Yeshwanthpur,1,674.0,1.0,36.85
8520,Yeshwanthpur,3,1383.0,2.0,76.18
8521,Yeshwanthpur,1,672.0,1.0,36.85
8522,Yeshwanthpur,2,1162.0,2.0,64.08
8523,Yeshwanthpur,2,1166.0,2.0,64.08
8524,Yeshwanthpur,2,1195.0,2.0,100.0
8525,Yeshwanthpur,3,1692.0,3.0,108.0
8526,Yeshwanthpur,2,1169.0,2.0,64.08
8527,Yeshwanthpur,6,2500.0,5.0,185.0
8528,Yeshwanthpur,3,2500.0,3.0,138.0
8529,Yeshwanthpur,2,1160.0,2.0,64.08
8530,Yeshwanthpur,3,1676.0,3.0,92.13
8531,Yeshwanthpur,3,2503.0,3.0,138.0
8532,Yeshwanthpur,3,1855.0,3.0,135.0
8533,Yeshwanthpur,3,1876.0,3.0,160.0
8534,Yeshwanthpur,3,1675.0,3.0,92.13
8535,other,3,2770.0,4.0,290.0
8536,other,2,1100.0,2.0,48.0
8537,other,3,1250.0,3.0,56.0
8538,other,2,869.0,2.0,36.0
8539,other,2,1270.0,2.0,50.0
8540,other,2,1500.0,2.0,185.0
8541,other,2,840.0,2.0,45.0
8542,other,3,4395.0,3.0,240.0
8543,other,3,2511.0,3.0,205.0
8544,other,3,1660.0,2.0,105.0
8545,other,2,1200.0,2.0,65.0
8546,other,3,1200.0,3.0,90.0
8547,other,2,1200.0,2.0,50.0
8548,other,2,966.0,2.0,49.9
8549,other,3,1800.0,3.0,120.0
8550,other,3,1413.0,2.0,75.0
8551,other,2,945.0,2.0,54.0
8552,other,3,1870.0,3.0,110.0
8553,other,3,1260.0,2.0,85.05
8554,other,3,1612.0,3.0,46.74
8555,other,3,2795.0,4.0,235.0
8556,other,3,1350.0,2.0,48.0
8557,other,3,1904.0,3.0,150.0
8558,other,3,1425.0,2.0,75.0
8559,other,3,1470.0,2.0,70.0
8560,other,3,1500.0,3.0,100.0
8561,other,2,1340.0,2.0,55.7
8562,other,3,1783.0,3.0,115.0
8563,other,3,912.0,2.0,70.0
8564,other,2,1207.0,2.0,43.5
8565,other,3,1798.0,3.0,89.0
8566,other,3,1580.0,3.0,100.0
8567,other,3,1415.0,3.0,78.0
8568,other,4,2000.0,4.0,75.5
8569,other,3,2405.0,4.0,260.0
8570,other,2,1500.0,2.0,115.0
8571,other,2,1110.0,2.0,55.0
8572,other,3,1500.0,2.0,65.0
8573,other,2,1080.0,2.0,39.0
8574,other,2,1060.0,2.0,60.0
8575,other,8,2600.0,8.0,180.0
8576,other,3,1644.0,3.0,84.0
8577,other,2,1285.0,2.0,72.5
8578,other,3,4050.0,3.0,280.0
8579,other,2,1060.0,2.0,55.0
8580,other,2,900.0,2.0,22.5
8581,other,3,3045.0,3.0,170.0
8582,other,3,1464.0,3.0,46.0
8583,other,2,700.0,1.0,26.0
8584,other,2,900.0,2.0,110.0
8585,other,4,4111.0,4.0,250.0
8586,other,2,1084.0,2.0,50.0
8587,other,3,1560.0,3.0,115.0
8588,other,2,850.0,2.0,27.0
8589,other,2,1113.0,2.0,51.0
8590,other,2,1200.0,2.0,55.0
8591,other,3,1645.0,3.0,95.0
8592,other,2,1200.0,2.0,79.0
8593,other,2,1230.0,2.0,48.0
8594,other,3,1350.0,2.0,140.0
8595,other,3,1800.0,3.0,150.0
8596,other,3,1592.0,3.0,75.0
8597,other,3,1762.0,3.0,125.0
8598,other,2,950.0,2.0,50.0
8599,other,3,1200.0,3.0,90.0
8600,other,2,1460.0,2.0,58.0
8601,other,2,1185.0,2.0,38.0
8602,other,3,1760.0,3.0,88.0
8603,other,2,1069.0,2.0,55.0
8604,other,3,1450.0,3.0,55.0
8605,other,3,1630.0,3.0,68.29
8606,other,4,3309.0,4.0,325.0
8607,other,11,5000.0,9.0,360.0
8608,other,2,850.0,2.0,30.0
8609,other,2,1150.0,2.0,126.0
8610,other,2,1200.0,2.0,62.0
8611,other,4,4800.0,4.0,235.0
8612,other,2,1200.0,2.0,74.0
8613,other,3,1464.0,3.0,56.0
8614,other,4,2000.0,4.0,99.0
8615,other,3,1753.0,3.0,120.0
8616,other,2,1000.0,2.0,53.0
8617,other,2,720.0,2.0,45.0
8618,other,3,1300.0,3.0,58.0
8619,other,2,1115.0,2.0,40.0
8620,other,1,700.0,1.0,41.0
8621,other,4,1600.0,4.0,80.0
8622,other,3,1595.0,3.0,115.0
8623,other,2,1353.0,2.0,110.0
8624,other,1,1200.0,2.0,85.0
8625,other,2,1028.0,2.0,45.5
8626,other,3,1385.0,2.0,48.48
8627,other,3,1325.0,2.0,90.0
8628,other,3,1600.0,2.0,50.0
8629,other,2,1800.0,1.0,80.0
8630,other,2,1080.0,2.0,50.0
8631,other,2,1160.0,2.0,55.0
8632,other,3,1544.0,3.0,120.0
8633,other,2,1200.0,2.0,65.0
8634,other,1,540.0,1.0,36.0
8635,other,3,1578.0,3.0,180.0
8636,other,2,1180.0,2.0,42.0
8637,other,2,1600.0,2.0,115.0
